ID Name,Gear Type,Color,Language
LAY_04-058,line,grey,nan
LAY_04-059,line,green,nan
LAY_04-060,line,grey,nan
LAY_04-062,line,black,nan
LAY_04-063,line,multi,nan
LAY_04-064,line,white,nan
LAY_04-069,hard plastic,black,nan
LAY_04-070,line,multi,nan
LAY_04-071,line,orange,nan
LAY_04-072,line,grey,nan
LAY_04-073,line,blue,nan
LAY_04-074,line,orange,nan
LAY_04-075,line,green,nan
LAY_04-076,line,blue,nan
LAY_04-077,line,white,nan
LAY_04-078,line,multi,nan
LAY_04-079,line,black,nan
LAY_04-080,hard plastic,white,nan
LAY_05-003,line,multi,nan
LAY_05-008,line,multi,nan
LAY_05-009,line,multi,nan
LIS_01-002,line,green,nan
LIS_01-003,line,green,nan
LIS_01-004,line,grey,nan
LIS_01-005,line,yellow,nan
LIS_01-006,line,yellow,nan
LIS_01-007,line,multi,nan
LIS_01-008,line,multi,nan
LIS_01-009,line,multi,nan
LIS_01-011,line,green,nan
LIS_01-012,line,yellow,nan
LIS_01-013,line,multi,nan
LIS_01-014,line,green,nan
LIS_01-015,line,green,nan
LIS_01-016,line,green,nan
LIS_01-017,line,grey,nan
LIS_01-018,line,multi,nan
LIS_01-022,line,multi,nan
LIS_01-024,line,black,nan
LIS_01-025,line,black,nan
MAU_02-057,hard plastic,black,
MAU_02-001,line,white,nan
MAU_02-008,line,green,nan
MAU_02-010,line,multi,nan
MAU_02-012,line,yellow,nan
MAU_02-017,hard plastic,black,nan
MAU_02-018,line,white,nan
MAU_02-019,line,multi,nan
MAU_02-020,line,multi,nan
MAU_02-024,line,white,nan
MAU_02-025,line,multi,nan
MAU_02-026,line,blue,nan
MAU_02-027,line,orange,nan
MAU_02-030,line,blue,nan
MAU_02-033,line,multi,nan
MAU_02-034,line,orange,nan
MAU_02-035,line,green,nan
MAU_02-037,line,white,nan
MAU_02-038,line,multi,nan
MAU_02-039,line,green,nan
MAU_02-041,line,white,nan
MAU_02-045,line,multi,nan
MAU_02-048,line,yellow,nan
MAU_02-052,line,green,nan
MAU_02-053,line,multi,nan
MAU_02-060,line,white,nan
MAU_02-061,line,multi,nan
MAU_02-063,line,multi,nan
MAU_02-067,line,multi,nan
MAU_02-070,line,orange,nan
MID_01-001,line,multi,nan
MID_01-005,metal,white,nan
MID_01-010,line,red,nan
MID_01-011,metal,green,nan
MID_01-012,line,green,nan
MID_01-013,line,green,nan
MID_01-014,line,green,nan
MID_01-016,line,white,nan
MID_01-018,line,multi,nan
MID_01-022,line,grey,nan
MID_01-023,line,multi,nan
MID_01-024,line,multi,nan
MID_01-025,line,black,nan
MID_01-026,line,pink,nan
MID_01-027,metal,multi,nan
MID_01-028,line,multi,nan
MID_01-030,hard plastic,black,nan
MID_01-032,line,black,nan
MID_01-033,line,multi,nan
MID_01-034,line,multi,nan
MID_01-035,line,multi,nan
MID_01-037,line,green,nan
MID_01-039,line,multi,nan
MID_01-040,line,white,nan
MID_01-041,line,black,nan
MID_02-011,float,blue,chinese
MID_02-012,float,blue,chinese
MID_02-013,float,yellow,chinese
MID_02-014,float,white,chinese
MID_02-015,float,blue,chinese
MID_02-019,float,blue,chinese
MID_02-021,float,blue,
MID_02-001,hard plastic,black,nan
MID_02-005,line,multi,nan
MID_02-006,line,multi,nan
MID_02-007,line,green,nan
MID_02-016,line,multi,nan
MID_02-020,line,multi,nan
MID_02-022,line,orange,nan
MID_02-023,line,white,nan
MID_02-024,line,white,nan
MID_02-026,line,multi,nan
MID_02-027,line,multi,nan
MID_02-028,line,multi,nan
MID_02-029,line,multi,nan
MID_02-030,hard plastic,black,nan
MID_02-031,metal,multi,nan
MID_02-032,line,multi,nan
MID_02-033,line,multi,nan
MID_02-034,line,multi,nan
MID_02-035,line,green,nan
MID_02-036,hard plastic,blue,nan
MID_02-037,line,multi,nan
MID_02-038,line,multi,nan
MID_02-039,line,green,nan
MID_02-041,line,multi,nan
MID_02-042,hard plastic,red,nan
MID_02-043,metal,multi,nan
MID_02-045,line,multi,nan
MID_02-046,line,green,nan
MID_02-047,line,green,nan
MID_02-048,line,grey,nan
MID_03-005,metal,multi,
MID_03-027,float,orange,chinese
MID_03-029,float,orange,japanese
MID_03-002,float,red,vietnamese
MID_03-003,float,red,vietnamese
MID_03-006,float,blue,nan
MID_03-011,float,blue,nan
MID_03-019,float,white,nan
MID_03-044,float,blue,nan
MID_03-060,float,white,nan
MID_03-009,hard plastic,black,nan
MID_03-010,line,white,nan
MID_03-013,line,green,nan
MID_03-015,line,red,nan
MID_03-017,line,multi,nan
MID_03-018,line,yellow,nan
MID_03-020,line,multi,nan
MID_03-021,line,yellow,nan
MID_03-023,line,multi,nan
MID_03-025,line,green,nan
MID_03-026,line,green,nan
MID_03-028,line,multi,nan
MID_03-030,line,white,nan
MID_03-032,line,yellow,nan
MID_03-034,hard plastic,black,nan
MID_03-035,line,yellow,nan
MID_03-037,line,green,nan
MID_03-038,line,green,nan
MID_03-039,line,blue,nan
MID_03-041,line,yellow,nan
MID_03-043,line,multi,nan
MID_03-046,line,black,nan
MID_03-047,line,multi,nan
MID_03-048,line,blue,nan
MID_03-049,line,blue,nan
MID_03-051,line,green,nan
MID_03-052,hard plastic,multi,nan
MID_03-053,line,blue,nan
MID_03-054,line,blue,nan
MID_03-055,line,yellow,nan
MID_03-056,line,multi,nan
MID_03-058,line,multi,nan
MID_03-059,line,white,nan
MID_04_HPmesh-017,hard plastic,black,nan
MID_04_Hybrid-011,line,multi,nan
MID_04_Hybrid-013,line,multi,nan
MID_04_Hybrid-015,line,yellow,nan
MID_04_Hybrid-016,line,green,nan
MID_04_Hybrid-018,line,multi,nan
MID_04_Hybrid-019,line,blue,nan
MID_04_Hybrid-030,line,multi,nan
MID_04_Hybrid-031,line,multi,nan
MID_04_Hybrid-036,line,green,nan
MID_04_Hybrid-037,line,black,nan
MID_04_Hybrid-047,line,multi,nan
MID_04_Hybrid-049,line,multi,nan
MID_04_Hybrid-052,line,white,nan
MID_04_Hybrid-055,line,orange,nan
MID_04_Hybrid-056,line,white,nan
MID_04_Hybrid-057,line,multi,nan
MID_04_Hybrid-062,line,multi,nan
MID_04_Hybrid-064,line,green,nan
MID_04_Hybrid-067,line,black,nan
MID_04_Hybrid-071,line,multi,nan
MID_04_Hybrid-073,line,yellow,nan
MID_04_Hybrid-074,line,multi,nan
MID_04_Hybrid-077,line,multi,nan
MID_04_Hybrid-078,line,multi,nan
MID_04_Hybrid-079,line,multi,nan
MID_04_Line-038,float,blue,chinese
MID_04_Line-051,float,white,nan
MID_04_Line-52,float,grey,nan
MID_04_Line-002,line,multi,nan
MID_04_Line-003,line,multi,nan
MID_04_Line-004,line,multi,nan
MID_04_Line-005,line,multi,nan
MID_04_Line-006,line,multi,nan
MID_04_Line-007,line,multi,nan
MID_04_Line-008,line,multi,nan
MID_04_Line-009,line,multi,nan
MID_04_Line-010,line,multi,nan
MID_04_Line-011,line,multi,nan
MID_04_Line-012,line,multi,nan
MID_04_Line-013,line,multi,nan
MID_04_Line-014,line,multi,nan
MID_04_Line-015,line,multi,nan
MID_04_Line-016,line,green,nan
MID_04_Line-017,line,blue,nan
MID_04_Line-018,line,white,nan
MID_04_Line-019,line,multi,nan
MID_04_Line-021,line,white,nan
MID_04_Line-022,line,grey,nan
MID_04_Line-023,line,multi,nan
MID_04_Line-024,line,multi,nan
MID_04_Line-025,line,grey,nan
MID_04_Line-027,line,green,nan
MID_04_Line-028,line,multi,nan
MID_04_Line-029,line,black,nan
MID_04_Line-030,line,blue,nan
MID_04_Line-031,line,multi,nan
MID_04_Line-032,line,grey,nan
MID_04_Line-033,line,multi,nan
MID_04_Line-034,line,green,nan
MID_04_Line-035,line,multi,nan
MID_04_Line-036,line,multi,nan
MID_04_Line-037,line,multi,nan
MID_04_Line-039,line,multi,nan
MID_04_Line-040,line,multi,nan
MID_04_Line-041,line,black,nan
MID_04_Line-042,line,multi,nan
MID_04_Line-043,line,blue,nan
MID_04_Line-044,line,multi,nan
MID_04_Line-045,line,green,nan
MID_04_Line-047,line,green,nan
MID_04_Line-048,line,grey,nan
MID_04_Line-049,line,green,nan
MID_04_Line-050,line,black,nan
MID_04_Line-054,line,green,nan
MID_04_Line-055,line,green,nan
MID_04_Line-059,line,white,nan
MID_04_Line-063,line,black,nan
MID_04_Line-067,line,multi,nan
MID_04_Line-072,line,multi,nan
MID_04_Line-075,line,multi,nan
MID_04_Line-076,line,multi,nan
MID_04_Line-077,line,green,nan
MID_04_Line-79,line,black,nan
MID_04_Line-080,line,multi,nan
MID_04_Line-081,line,blue,nan
MID_04_Line-082,line,green,nan
MID_04_Line-083,line,grey,nan
MID_04_Line-084,line,multi,nan
MID_04_Line-086,line,multi,nan
MID_04_Line-087,line,green,nan
MID_04_Line-088,line,white,nan
MID_04_Line-089,line,grey,nan
MID_04_Line-090,line,yellow,nan
MID_04_Line-091,line,multi,nan
MID_04_Line-092,line,multi,nan
MID_04_Line-093,line,blue,nan
MID_04_Line-094,line,multi,nan
MID_04_Line-095,line,green,nan
MID_04_Line-096,line,yellow,nan
MID_04_Line-097,line,multi,nan
MID_04_Line-098,line,green,nan
MID_04_Line-099,line,grey,nan
MID_04_Line-100,line,multi,nan
MID_04_metal-001,metal,rust,nan
MID_04_metal-002,metal,rust,nan
MID_04_metal-003,metal,rust,nan
MID_04_metal-004,metal,rust,nan
MID_04_metal-010,metal,silver,nan
MID_04_metal-011,metal,silver,nan
MID_04_metal-012,metal,silver,nan
MID_04_metal-013,metal,silver,nan
MID_04_metal-016,metal,red,nan
MID_04_misc-001,float,black,
MID_04_misc-003,float,black,nan
MID_04_misc-004,float,orange,nan
MID_04_misc-007,hard plastic,black,nan
MID_04_misc-008,hard plastic,grey,nan
MID_04_misc-009,hard plastic,black,nan
MID_04_misc-010,hard plastic,black,nan
MID_04_misc-020,hard plastic,red,nan
MID_04_misc-021,hard plastic,white,nan
MID_04_misc-022,hard plastic,red,nan
MID_04_misc-023,hard plastic,black,nan
MID_04_misc-024,hard plastic,black,nan
MID_04_misc-025,hard plastic,blue,nan
MID_04_misc-026,hard plastic,black,nan
MID_04_misc-028,hard plastic,black,nan
MID_04_misc-029,hard plastic,black,nan
MID_04_misc-030,hard plastic,black,nan
MID_04_misc-031,hard plastic,black,nan
MID_04_misc-034,hard plastic,black,nan
MID_04_misc-035,hard plastic,white,english
MID_04_misc-036,hard plastic,black,nan
MID_04_misc-037,hard plastic,black,nan
MID_04_misc-038,hard plastic,black,english
MID_04_misc-039,hard plastic,black,nan
MID_04_misc-040,hard plastic,black,nan
MID_04_misc-041,hard plastic,black,nan
MID_04_misc-042,hard plastic,black,nan
MID_04_misc-043,hard plastic,black,nan
MID_04_misc-044,hard plastic,green,nan
MID_04_misc-046,hard plastic,white,nan
MID_04_misc-047,hard plastic,white,nan
MID_04_misc-048,hard plastic,blue,nan
MID_04_misc-049,hard plastic,blue,nan
MID_04_misc-050,hard plastic,green,nan
MID_04_misc-051,hard plastic,red,nan
MID_04_misc-053,hard plastic,black,nan
MID_04_misc-054,hard plastic,blue,nan
MID_04_misc-060,hard plastic,grey,englishgreek
MID_04_misc-061,hard plastic,grey,nan
MID_04_misc-062,hard plastic,black,nan
MID_04_misc-063,hard plastic,black,nan
MID_04_misc-064,hard plastic,pink,nan
MID_05-005,float,white,englishchinese
MID_05-014,float,white,nan
MID_05-023,float,orange,nan
MID_05-033,float,white,nan
MID_05-034,float,blue,nan
MID_05-049,float,white,nan
MID_05-052,float,orange,nan
MID_05-059,float,white,nan
MID_05-060,float,green,
MID_05-061,float,black,nan
MID_05-072,float,blue,chinese
MID_05-073,float,white,*notreadableinphotos
MID_05-074,float,white,nan
MID_05-001,line,multi,nan
MID_05-003,line,blue,nan
MID_05-004,line,blue,nan
MID_05-006,line,green,nan
MID_05-007,line,multi,nan
MID_05-008,line,orange,nan
MID_05-009,line,yellow,nan
MID_05-010,line,green,nan
MID_05-012,line,yellow,nan
MID_05-016,line,multi,nan
MID_05-017,line,multi,nan
MID_05-018,hard plastic,black,nan
MID_05-019,line,multi,nan
MID_05-020,line,green,nan
MID_05-025,metal,multi,nan
MID_05-028,line,multi,nan
MID_05-029,line,black,nan
MID_05-030,line,multi,nan
MID_05-032,line,white,nan
MID_05-037,hard plastic,green,english
MID_05-039,line,multi,nan
MID_05-040,line,multi,nan
MID_05-041,line,multi,nan
MID_05-044,line,white,nan
MID_05-048,line,multi,nan
MID_05-053,line,green,nan
MID_05-057,line,multi,nan
MID_05-058,metal,multi,nan
MID_05-066,line,grey,nan
MID_05-067,line,grey,nan
MID_05-068,line,multi,nan
MID_05-071,line,multi,nan
MID_05-075,line,multi,nan
MID_05-076,line,green,nan
MID_06-061,float,orange,mandarin
MID_06-035,float,orange,*notreadableinphotos
MID_06-038,float,blue,nan
MID_06-046,float,blue,english
MID_06-079,float,white,nan
MID_06-003,line,black,nan
MID_06-004,line,orange,nan
MID_06-006,line,green,nan
MID_06-008,line,grey,nan
MID_06-009,line,multi,nan
MID_06-011,line,green,nan
MID_06-012,line,orange,nan
MID_06-013,line,black,nan
MID_06-014,line,green,nan
MID_06-016,line,white,nan
MID_06-017,line,green,nan
MID_06-020,line,green,nan
MID_06-022,metal,rust,nan
MID_06-025,line,green,nan
MID_06-026,line,green,nan
MID_06-027,line,white,nan
MID_06-028,line,white,nan
MID_06-030,line,multi,nan
MID_06-031,line,multi,nan
MID_06-033,line,multi,nan
MID_06-034,line,multi,nan
MID_06-036,line,multi,nan
MID_06-040,line,green,nan
MID_06-042,line,green,nan
MID_06-043,line,multi,nan
MID_06-044,line,black,nan
MID_06-045,line,black,nan
MID_06-047,line,multi,nan
MID_06-048,line,multi,nan
MID_06-049,line,orange,nan
MID_06-050,line,multi,nan
MID_06-051,line,multi,nan
MID_06-053,hard plastic,black,*inneedstobetranslatedfolder
MID_06-054,line,green,nan
MID_06-055,line,multi,nan
MID_06-056,line,multi,nan
MID_06-058,line,green,nan
MID_06-060,line,multi,nan
MID_06-063,line,green,nan
MID_06-064,line,multi,nan
MID_06-066,metal,rust,nan
MID_06-067,line,multi,nan
MID_06-068,line,multi,nan
MID_06-069,line,multi,nan
MID_06-070,line,blue,nan
MID_06-071,line,green,nan
MID_06-072,line,black,nan
MID_06-073,line,multi,nan
MID_06-074,line,blue,nan
MID_06-075,line,multi,nan
MID_06-076,line,black,nan
MID_06-077,line,multi,nan
MID_06-080,line,grey,nan
MID_07-003,float,black,nan
MID_07-010,float,red,nan
MID_07-012,float,white,nan
MID_07-019,float,blue,nan
MID_07-078,float,black,nan
MID_07-001,line,multi,nan
MID_07-007,line,multi,nan
MID_07-015,line,green,nan
MID_07-017,line,green,nan
MID_07-021,line,multi,nan
MID_07-022,line,multi,nan
MID_07-023,line,multi,nan
MID_07-024,line,multi,nan
MID_07-025,line,yellow,nan
MID_07-028,line,multi,nan
MID_07-029,line,multi,nan
MID_07-030,line,multi,nan
MID_07-033,line,multi,nan
MID_07-034,line,multi,nan
MID_07-035,line,multi,nan
MID_07-036,line,green,nan
MID_07-039,line,multi,nan
MID_07-040,line,multi,nan
MID_07-043,line,green,nan
MID_07-044,line,green,nan
MID_07-046,line,multi,nan
MID_07-047,line,multi,nan
MID_07-048,line,multi,nan
MID_07-049,line,blue,nan
MID_07-050,line,green,nan
MID_07-051,line,multi,nan
MID_07-056,line,multi,nan
MID_07-058,line,multi,nan
MID_07-060,line,yellow,nan
MID_07-063,line,multi,nan
MID_07-067,line,multi,nan
MID_07-070,line,multi,nan
MID_07-077,line,multi,nan
MID_07-079,line,green,nan
MID_07-080,line,multi,nan
MID_07-081,hard plastic,green,nan
MID_07-082,hard plastic,black,nan
NPG_01-003,line,multi,nan
NPG_01-005,line,multi,nan
NPG_01-009,line,white,nan
NPG_01-012,line,green,nan
NPG_01-013,line,multi,nan
NPG_01-014,line,pink,nan
NPG_01-015,line,grey,nan
NPG_01-016,line,multi,nan
NPG_01-018,line,blue,nan
NPG_01-022,line,blue,nan
NPG_01-025,line,multi,nan
NPG_01-029,line,green,nan
NPG_01-036,hard plastic,black,nan
NPG_01-037,line,pink,nan
NPG_01-041,line,multi,nan
NPG_01-046,line,multi,nan
NPG_01-054,line,multi,nan
NPG_01-055,line,white,nan
NPG_01-056,line,multi,nan
NPG_01-057,line,multi,nan
NPG_01-058,line,green,nan
NPG_01-060,line,green,nan
NPG_01-064,hard plastic,black,nan
NPG_01-066,line,white,nan
NPG_01-079,line,multi,nan
NPG_01-080,line,green,nan
NPG_01-082,line,grey,nan
NPG_02-10,hard plastic,black,arabiclettersandlatinnumbers
NPG_02-06,line,orange,nan
NPG_02-13,line,yellow,nan
NPG_02-14,line,black,nan
NPG_02-15,line,blue,nan
NPG_02-16,line,orange,nan
NPG_02-17,line,green,nan
NPG_02-18,line,black,nan
NPG_02-19,hard plastic,black,nan
NPG_02-20,line,green,nan
NPG_02-21,line,blue,nan
NPG_02-22,line,white,nan
NPG_02-24,line,black,nan
NPG_02-27,line,white,nan
NPG_02-28,line,white,nan
NPG_03-147,line,yellow,nan
NPG_03-148,line,grey,nan
NPG_03-149,line,black,nan
NPG_03-150,line,black,nan
NPG_03-151,line,grey,nan
NPG_03-152,line,grey,nan
NPG_03-153,line,green,nan
NPG_03-154,line,black,nan
NPG_03-155,line,green,nan
NPG_03-156,line,multi,nan
NPG_03-157,line,black,nan
NPG_03-158,line,grey,nan
NPG_03-159,line,grey,nan
NPG_03-160,line,orange,nan
NPG_03-161,line,grey,nan
NPG_03-162,line,black,nan
NPG_03-163,line,grey,nan
NPG_03-164,line,grey,nan
NPG_03-165,line,grey,nan
NPG_03-166,line,multi,nan
NPG_03-167,line,multi,nan
NPG_03-168,line,grey,nan
NPG_03-169,line,black,nan
NPG_03-170,line,green,nan
NPG_03-172,line,blue,nan
NPG_03-173,line,grey,nan
NPG_03-174,line,black,nan
NPG_03-175,line,black,nan
NPG_03-176,line,grey,nan
NPG_03-177,line,black,nan
NPG_03-178,line,grey,nan
NPG_03-179,line,grey,nan
NPG_03-180,line,grey,nan
NPG_03-181,line,grey,nan
NPG_03-182,line,black,nan
NPG_03-183,line,black,nan
NPG_03-184,line,grey,nan
NPG_03-185,line,black,nan
NPG_03-186,line,black,nan
NPG_03-187,line,black,nan
NPG_03-188,line,black,nan
NPG_03-189,line,black,nan
NPG_03-190,line,orange,nan
NPG_03-191,line,grey,nan
NPG_03-192,line,grey,nan
NPG_03-193,line,black,nan
NPG_03-194,line,white,nan
NPG_03-195,line,white,nan
NPG_03-196,line,blue,nan
NPG_03-197,line,white,nan
NPG_03-198,line,grey,nan
NPG_03-199,line,black,nan
NPG_03-200,line,yellow,nan
NPG_03-201,line,green,nan
NPG_03-202,line,black,nan
NPG_03-203,line,yellow,nan
NPG_03-204,line,yellow,nan
NPG_03-205,line,black,nan
NPG_03-206,line,pink,nan
NPG_03-207,line,multi,nan
NPG_03-208,line,black,nan
NPG_03-209,line,grey,nan
NPG_03-217,hard plastic,grey,nan
NPG_04-004,line,green,nan
NPG_04-005,line,multi,nan
NPG_04-007,float,multi,nan
NPG_04-008,line,white,nan
NPG_05-001,line,multi,nan
NPG_05-004,metal,multi,nan
NPG_05-012,line,yellow,nan
NPG_05-013,line,multi,nan
NPG_05-014,line,multi,nan
NPG_05-016,line,multi,nan
NPG_05-017,line,white,nan
NPG_05-019,line,blue,nan
NPG_05-028,hard plastic,yellow,nan
NPG_05-029,hard plastic,grey,nan
NPG_05-040,line,multi,nan
NPG_05-046,line,multi,nan
NPG_05-048,line,orange,nan
