ID Name,Gear Type,Color,Language
PAL_02-5,line,grey,nan
PAL_02-6,line,blue,nan
PAL_02-7,float,yellow,nan
PAL_03-9,hard plastic,white,spanish
PAL_03-4,line,green,nan
PAL_03-5,line,grey,nan
PAL_03-6,line,black,nan
PAL_03-7,line,white,nan
PAL_03-8,line,white,nan
PAL_04-1,line,black,nan
PAL_04-2.1,line,yellow,nan
PAL_04-2.2,line,blue,nan
PAL_04-3.1,line,blue,nan
PAL_04-3.2,line,yellow,nan
PAL_05-010,buoy,multi,
PAL_05-009,hard plastic,white,spanish
PAL_05-003,line,blue,nan
PAL_05-005,line,green,nan
PAL_05-006,line,black,nan
PAL_05-008,line,grey,nan
PAL_06-2,line,green,nan
PAL_06-3,line,green,nan
PAL_06-4,line,blue,nan
PAL_07-6,line,black,nan
PAL_07-3,float,yellow,nan
PAL_08-2,line,blue,nan
PAL_08-6.3,line,black,nan
PAL_08-7.2,line,red,nan
PAL_08-7.4,metal,grey,nan
PAL_08-6.1,float,yellow,nan
PAL_12_Buoy-001,buoy,multi,nan
WAK_01-001,buoy,multi,*cannotfindphoto
